Catalogusnummer,oudnummer_1,oudnummer_2,oudnummer_3
"73698","T.A. Mgr. v. d. Weteringstraat 116-118 1980 (1)",,
"56032","T.A. Domstraat 6 1988 (1)",,
"82496","T.A. Hp 67.4",,
"64370","T.A. Morelstraat 1973 (2)",,
"44194","D.O.W. 524 O",,
"73232","T.A. Wagendwarstraat 15-hoger 1991 (1)",,
"80206","T.A. No 1",,
"68070","T.A. Oude Kamp 8 1982 (1)",,
"58105","T.A. Helling 38 1990 (1)",,
"86235","Verzameling 132 (19)",,
"85592","Verzameling 174",,
"57091","T.A. Geertebolwerk 1 1980 (16)",,
"65543","T.A. Laan van Nieuw Guinea 118-hoger 1989 (1)",,
"83148","T.A. G 1.5.6",,
"73824","T.A. Willemstraat 1908 (1)",,
"80165","T.A. Ni 2",,
"5771","Prov. Utr. Welstandscie Mon. lijst Houten/T..A. 2721",,
"90427","Doos 12, nr. 37",,
"45027","D.O.W. 648 J",,
"62002","T.A. Lange Viestraat 5-hoger 1977",,
"41311","D.O.W. 120 Y",,
"72368","T.A. Vleutenseweg 268-286 1984 (1)",,
"76138","T.A. U 2.90e",,
"41125","D.O.W. 90",,
"77919","T.A. Zi 12.8",,
"45852","D.O.W. 865",,
"60037","T.A. Keistraat 9 c. 1935 (2)",,
"58981","T.A. Jacobsstraat, St. 1971 (3)",,
"53487","T.A. Bethlehemweg 4-hoger c. 1965 (1)",,
"41434","D.O.W. 130 H",,
"89591","Doos 68, nr.20",,
"86225","Verzameling 132 (9)",,
"78614","T.A. Sa 3.24.1",,
"77942","T.A. Zi 15.15.2",,
"81783","T.A. Jb 5.13",,
"54073","T.A. Boisotstraat 25 1988 (3)",,
"58473","T.A. Hofpoort 4 1983 (3)",,
"58218","T.A. Herderplein 1970 (1)",,
"44904","D.O.W. 625",,
"77470","T.A. Y 21.6.2",,
"81104","T.A. Ke 4.3",,
"81447","T.A. Jc 3.13.4",,
"81022","T.A. Kb 17.1",,
"93629","Prov. Utr. Welstands Cie Mon lijst Lopik 44",,
"63810","T.A. Mariaplaats 1976 (4)",,
"81461","T.A. Jc 3.18",,
"45741","D.O.W. 840 E",,
"73781","T.A. Wilhelminapark 65 1979 (1)",,
"81300","T.A. Jd 4.4",,
"70695","T.A. Spijkerstraat 41-lager   1992 (1)",,
"90831","Doos 35, nr. 58",,
"90059","Doos 39, nr. 74",,
"70175","T.A. Servetstraat  7  1991 (1)",,
"87676","Verzameling 172 (895)",,
"73970","T.A. Wittevrouwenkade 1972 (1)",,
"42443","D.O.W. 202 Af",,
"45381","D.O.W. 723 A",,
"58804","T.A. Huurweerstraat c. 1955 (1)",,
"91576","Doos 39, nr. 5",,
"71160","T.A. Sweelinckstraat 1912",,
"68607","T.A. Pelmolenplantsoen 1983 (1)",,
"86959","Verzameling 172 (84)",,
"55732","T.A. Damestraat 11-hoger 1993 (2)",,
"45820","D.O.W. 860 Ad",,
"66246","T.A. Otterstraat c. 1965 (3)",,
"54850","T.A. Camminghaplantsoen 18 1964 (9)",,
"5540","T.A. 2403",,
"77692","T.A. Zh 1.7 (17)",,
"56644","T.A. Dr. Max Euwestraat 1993 (1)",,
"43457","D.O.W. 376",,
"80915","T.A. Kb 9.21 (b)",,
"55917","T.A. Domplein 1973 (6)",,
"71461","T.A. Tomaatstraat 18 1975",,
"77748","T.A. Zh 2.31",,
"81990","T.A. Id 6.32 (A)",,
"87658","Verzameling 172 (877)",,
"92945","Prov. Utr. Welstands Cie Mon. lijst Loenen 59",,
"56592","T.A. Equatorstraat 1A c. 1955 (1)",,
"71993","T.A. Venuslaan 1980 (2)",,
"40871","D.O.W. 58 Ag",,
"72542","T.A. Voor Clarenburg 7 1971",,
"60469","T.A. Koningslaan 119-120-121 1979 (2)",,
"70527","T.A. Springweg 46 1995 (1)",,
"23470","10.14-5.9",,
"91051","Doos 14, nr. 25",,
"59722","T.A. Kanaalstraat  1978 (1)",,
"74463","T.A. Zadelstraat 47 1974",,
"92928","T.A. 1979-455",,
"58157","T.A. Prins Hendriklaan 64 1991 (1)",,
"79297","T.A. Ri 3.1 (2)",,
"81201","T.A. Kg  7 (A)",,
"63088","T.A.   Maliebaan    141     1973",,
"46200","D.O.W. 955 A",,
"23138","5.19-3.4",,
"88617","Doos 24, nr.27",,
"93133","T.. 1979-534",,
"67797","T.A. Oudegracht 339 (Geertebrug-Volderbrug) 1984 (1)",,
"84414","T.A. Ca 33.5.1.1",,
"55274","T.A. Choorstraat 31-33 1988 (1)",,
"73920","T.A. St. Willibrordusstraat 34 1986 (4)",,
"92778","T.A. 1189-14",,
"87982","1981.430",,
"61264","T.A. Kroonstraat 25 1984 (1)",,
"44208","D.O.W. 525 E",,
"79026","T.A. Sa 16.13 (C)",,
"55319","T.A. Choorstraat 42 1978 (1)",,
"77520","T.A. Zf 3.4",,
"64473","T.A. Nachtegaalstraat c. 1928 (1)",,
"89015","Doos 50, nr. 16",,
"91009","Doos 64, nr. 9",,
"68758","T.A. Pieterstraat 6 1971 (2)",,
"76033","T.A. U2.27.c14",,
"5207","T.A. 1692-21",,
"59469","T.A.  Jansveld   1972",,
"75078","T.A. Tk 22.1.2",,
"93615","T.A. 1828-4",,
"41753","D.O.W. 146 J",,
"71132","T.A. Suikerstraat 1927",,
"24164","17.17-6.6",,
"89876","Doos 61, nr.54",,
"65848","T.A. Alexander Numankade 199 1978 (1)",,
"51183","T.A. Abstederdijk 188-190 1988 (1)",,
"45203","D.O.W. 747 B",,
"91930","Doos 19, nr. 66",,
"57899","T.A. Havenweg 7 1983 (7)",,
"85245","Verzameling 174",,
"70073","T.A. Jan van Scorelstraat 2 1982 (2.6)",,
"93490","T.A. 1979-610",,
"43842","D.O.W. 447 I",,
"60684","T.A. Korte Nieuwstraat 1978 (2)",,
"53796","T.A. Biltstraat 100/100 bis -106 1979 (1)",,
"82848","T.A. Hf 67 (D)",,
"85161","Verzameling 174",,
"73045","T.A. Vredenburg 8-hoger 1954 (1)",,
"79542","T.A. Qb 25.7  (B)",,
"44641","D.O.W. 592 W (2)",,
"41263","D.O.W. 119 B",,
"62183","T.A. Lauwerecht  126 - lager    1980  (1)",,
"40797","D.O.W. 54 M",,
"86902","Verzameling 172 (14)",,
"82046","T.A. Ic 2.40.0.1",,
"40385","D.O.W. 10 Br",,
"5576","T.A. 2613",,
"84907","T.A. Cg 16.6",,
"75557","T.A. T 3.28.0.10",,
"78389","T.A. Zq 9.2",,
"81707","T.A. Jb 3.27",,
"24338","2.32-8.1",,
"78034","T.A. Zk 5.10.3.1",,
"59463","T.A.  Magda  Janssenslaan 1985  (1)",,
"70652","T.A. Springweg 142 1980 (33)",,
"66335","T.A. Oudegracht 33 (Zandbrug - Jacobibrug) 1988 (1)",,
"59636","T.A. Jutfaseweg 68-69 1987 (1)",,
"41318","D.O.W. 121 A",,
"55010","T.A. Catharijnesingel c. 1970 (2)",,
"62617","T.A. Loevenhoutensedijk 20-hoger 1986 (1)",,
"55555","T.A. Croeselaan 165-hoger 1992 (1)",,
"56633","T.A. Europalaan 44 1992 (1)",,
"69462","T.A. Ridderschapsstraat 8 1995 (2)",,
"86113","Verzameling 127 (85)",,
"75609","T.A. T 10.1A",,
"68542","T.A. Parkstraat 32 1973",,
"88574","Doos 25, nr.41",,
"92074","1983.049",,
"78769","T.A. Sa 13.4",,
"88628","Doos 09, nr.14",,
"65169","T.A. Nieuwegracht 69 (Brigittenbrug-Quintijnsbrug) 1992 (1)",,
"89189","Doos 16 nr. 57",,
"72525","T.A. Vondellaan 32 1994 (1)",,
"45020","D.O.W. 648 C (2)",,
"66514","T.A. Oudegracht 52-54 (Jacobibrug-Viebrug) 1974",,
"89798","Doos 10, nr. 26",,
"80248","T.A. Ns 2.18",,
"81191","T.A. Kf  12.1 (B)",,
"86521","Verzameling 219 (120)",,
"69923","T.A. Schoolstraat 12 1973",,
"63510","T.A. Mariahoek 1972 (4)",,
"59514","T.A.  Javastraat   38-lager   1976",,
"66849","T.A. Oudegracht  (bij de Bakkerbrug)  c. 1950 (2)",,
"57441","T.A. Graafschap 39-hoger 1986 (1)",,
"72781","T.A. Voorstraat 82 1989 (1)",,
"79875","T.A. Pa 61.0.7",,
"65937","T.A. Alexander Numankade 201 1985 (3)",,
"85224","Verzameling 174",,
"73483","T.A. Weerdsingel O.Z. 63bis-63-64-64bis-65bis-65-66 1975",,
"67111","T.A. Oudegracht  158   (Bakkerbrug-Stadhuisbrug)    1934  (1)",,
"73923","T.A. Winklerlaan c. 1963 (1)",,
"89964","Doos 53, nr. 49",,
"66425","T.A.  Oudegracht   48   (Zandbrug-Jacobibrug)   1982  (1)",,
"76233","T.A. U 2.139.5",,
"68033","T.A. Oude Houtensepad 46 1992 (13)",,
"65410","T.A. Nieuwe Kade c. 1930 (1)",,
"69304","T.A. Ramstraat 16 1973",,
"44010","D.O.W. 479 D (3)",,
"44569","D.O.W. 588 B",,
"84624","T.A. Ca  82.8",,
"82084","T.A. Ic 3.32",,
"71573","T.A. M.H. Trompstraat 1  c. 1970 (2)",,
"56995","T.A. Ganzenmarkt 2 1988 (1)",,
"41026","D.O.W. 73 L (2)",,
"44591","D.O.W. 591",,
"59224","T.A. Janskerkhof 10 c. 1901 (1)",,
"42684","D.O.W. 222 C",,
"57192","T.A. Geertekerkhof 2 1982 (1)",,
"86944","Verzameling 172 (64)",,
"89433","Doos 40 nr. 18",,
"90674","Doos 16, nr. 3",,
"45270","D.O.W. 686 B",,
"79038","T.A. Sa 15.2 (F)",,
"65833","T.A. Alexander Numankade 91-93 (C1) 1984 (7)",,
"55433","T.A. Costa Ricadreef 9 1976 (1)",,
"90403","Doos 46, nr. 21",,
"83170","T.A. G 1.6.9.1",,
"55738","T.A. Damstraat 35-hoger 1989 (1)",,
"62417","T.A. Lepelenburg 1967",,
"45628","D.O.W. 791",,
"45801","D.O.W. 857",,
"54064","T.A. Boerhaaveplein 1 1986 (1)",,
"92034","1978.198",,
"77734","T.A. Zh 2.24.1",,
"76885","T.A. W 2.36.1",,
"40496","D.O.W. 24",,
"88289","Doos 19, nr. 75",,
"90909","Doos 1, nr. 29",,
"91514","Doos 39, nr. 17",,
"63906","T.A.   Marnixlaan    244-lager      c. 1970  (1)",,
"59964","T.A. Kapelstraat   75-83   1975  (1)",,
"88588","Doos 63, nr.12",,
"58096","T.A. Admiraal Helfrichlaan 1974 (1)",,
"93196","T.A. 1979-557",,
"91600","Doos 8, nr. 9",,
"89444","Doos 39 nr. 47",,
"53905","T.A. Biltstraat 172 (A 25) 1984 (1)",,
"53567","T.A. Biltstraat 1903-1909 (K)",,
"94078","T.A. 1975-044",,
"61158","T.A. Kromme Nieuwegracht (tussen 66-68) 1991 (1)",,
"58563","T.A. Hondsrug 19 1985 (1)",,
"89987","Doos 8, nr. 68",,
"80718","T.A. La 7.28 (a)",,
"84052","T.A. F 8.25",,
"72097","T.A. Vismarkt +/- 1908",,
"56430","T.A.  Edisonstraat  107   c.  1965  (1)",,
"91522","Doos 29, nr. 29",,
"60852","T.A. Kromme Nieuwegracht  29   c. 1960  (3)",,
"87100","Verzameling 172 (186)",,
"77598","T.A. Zg 2.1B",,
"81021","T.A. Kb 17.1",,
"68383","T.A. Ovidiuslaan 6-8 1985 (1)",,
"77590","T.A. Zg 1.9.7",,
"43742","D.O.W. 428 M",,
"76990","T.A. X 3.2.13.1",,
"77752","T.A. Zh 2.31",,
"63356","T.A. Maliesingel 23 1973",,
"66681","T.A.  Oudegracht 114  (Drakenburg) (Viebrug-Jansbrug) 1972",,
"84865","T.A. Cf 10.6.1",,
"46420","D.O.W. 980 Aq",,
"75830","T.A. T 18.10.1",,
"77652","T.A. Zg 23.2",,
"78216","T.A. Zk 18.36l",,
"72475","T.A. Vondellaan 24A c.1933 (2)",,
"55175","T.A. Catharijnesingel 101 1991 (1)",,
"72156","T.A. Vismarkt 3 1961 (3)",,
"94908","T.A. 2325",,
"90477","Doos 31, nr. 25",,
"78783","T.A. Sa 13.13 (B)",,
"80219","T.A. Np 4",,
"79937","T.A. Pb 22.01.2.3",,
"78164","T.A. Zk 18.22",,
"80813","T.A. Kb 2.4.5.1",,
"74251","T.A. Wolvenstraat 1-7 1975",,
"60078","T.A. Keizerstraat 35 1989 (1)",,
"89018","Doos 68 nr. 66",,
"71649","T.A. Tulpstraat 2-10 1980 (1)",,
"57370","T.A. Goedestraat 36F t/m K 1989 (1)",,
"85166","Verzameling 174",,
"42880","D.O.W. 270 B",,
"67794","T.A. Oudegracht 339 (Geertebrug-Volderbrug) 1982 (1)",,
"88402","Doos 66, nr. 02",,
"70741","T.A. Stadhuisbrug 1968 (1)",,
"93066","T.A. 1979-482",,
"54366","T.A. Boterstraat 22 1981 (1)",,
"73510","T.A.  Weerdsingel W.Z.  1966",,
"75202","T.A. To 22.26",,
"53393","T.A. Loeff Berchmakerstraat 46-lager 1976 (1)",,
"58077","T.A. Piet Heinstraat 17-25/25bis 1980 (1)",,
"59048","T.A. Jaffastraat  1-hoger   1987  (1)",,
"86949","Verzameling 172 (70)",,
"74834","T.A. Zwanenvechtlaan 226-hoger 1994 (1)",,
"73157","T.A. Vrouwjuttenstraat 14-lager 1987 (1)",,
"61325","T.A   Kruisweg   32    1974",,
"86356","Verzameling 138 (45)",,
"62008","T.A. Lange Viestraat 201-693 1990 (1)",,
"45129","D.O.W. 665 O",,
"90356","Doos 4, nr. 13",,
"69925","T.A. Schoolstraat 16A 1973",,
"71903","T.A. Varkenmarkt 18-22 1975",,
"63402","T.A. Maliesingel 61-62 1988 (1)",,
"93356","Prov. Utr. Welstands Cie Mon lijst Loenen 116",,
"92286","T.A.. 1978.092",,
"83738","T.A. F 14.64",,
"72416","T.A. Vlieland 178-lager 1987 (1)",,
"42869","D.O.W. 267 D",,
"43819","D.O.W. 445 D",,
"44725","D.O.W. 598 C",,
"56051","T.A. F.C.Dondersstraat c. 1953(1)",,
"44627","D.O.W. 592 K",,
"70242","T.A. Slotemaker de Bruïnestraat 1-hoger c.1955 (1)",,
"83829","T.A. F 14.142.2",,
"78935","T.A. Sb 4.3.5",,
"75179","T.A. To 22.3.1",,
"93502","T.A. 1979-621",,
"56485","T.A. Eligenstraat c. 1955 (3)",,
"81777","T.A. Jb 5.7.6",,
"69388","T.A. Burgemeester Reigerstraat 86 +/- 1920",,
"77532","T.A. Zf 8.13B",,
"76651","T.A. V 6.7B",,
"54350","T.A. Boterstraat 18 1983 (14)",,
"76432","T.A. V 5.67.5",,
"23527","25.05-5.3",,
"57336","T.A. Goedestraat 105-hoger 1980 (1)",,
"55203","T.A. Catharijnesingel 108-109 1989 (1)",,
"69916","T.A. Schoolstraat 4 1988 (1)",,
"79736","T.A. Qa 3.53 (d)",,
"64729","T.A. Neude 17-hoger c. 1910 (1)",,
"59506","T.A.  Japurádreef   c. 1960  (1)",,
"65462","T.A. Nieuwekamp 14-20 1982 (3)",,
"66173","T.A. Oranjehof c.1965",,
"83407","T.A. G 1.1.115 (E)",,
"93778","T.A. 1981-157",,
"76814","T.A. W 2.22.4",,
"83203","T.A. G 1.7.4 (f)",,
"45468","D.O.W. 752 D",,
"63754","T.A. Mariaplaats 27 c. 1977 (1)",,
"62122","T.A. Lauwerecht 159-lager 1980 (1)",,
"91293","Doos 31, nr. 47",,
"79230","T.A. Re 1.4 (J)",,
"64166","T.A. Minkade 6-11 1980 (1)",,
"89343","Doos 60 nr. 39B",,
"53774","T.A. Biltstraat 60-lager 1979 (1)",,
"64142","T.A. Mineurslaan 1 1986 (7)",,
"59021","T.A. Jacobijnenstraat 1-15 1974 (1)",,
"45483","D.O.W. 756",,
"51385","T.A. Achter Sint-Pieter 8 c. 1935",,
"66895","T.A. Oudegracht  (Bakkerbrug-Stadhuisbrug) 1927",,
"81351","T.A. Jc 2.19 (a)",,
"62588","T.A. Linschotensingel 17-lager 1956 (1)",,
"74148","T.A. Wittevrouwenstraat 1+5 1982 (1)",,
"63156","T.A. Maliebaan 42-hoger 1978",,
"77249","T.A. X 10.11.1",,
"81486","T.A. Jc 4.14.1",,
"54708","T.A. Buurkerkhof c. 1955 (1)",,
"76674","T.A. V 6.12E",,
"78256","T.A. Zk 18.53",,
"51510","T.A. Agnietenstraat 1 1979 (1)",,
"57356","T.A. Goedestraat 14 A t/m E-hoger 1980 (1)",,
"94062","T.A. 2062-4",,
"86370","Verzameling 138 (59)",,
"74782","T.A. Zuilenstraat 12   c. 1970",,
"92779","T.A. 1189-1",,
"57853","T.A. Havenweg 7 1920 (4)",,
"52258","T.A. Arienslaan 5 1991 (1)",,
"62716","T.A. Lucasbolwerk 24 c. 1950 (2)",,
"67446","T.A. Oudegracht 245 (Hamburgerbrug-Weesbrug)  1973 (10)",,
"58810","T.A. Huygensstraat 37-lager 1981 (1)",,
"69764","T.A. Rijnlaan c. 1935 (1)",,
"86444","Verzameling 219 (146)",,
"94838","T.A.  2164-2",,
"89339","Doos 60, nr. 34",,
"73720","T.A. Wierslaan c. 1957 (1)",,
"54098","T.A. Bollenhofsestraat 138-140 c. 1911 (1)",,
"84085","T.A. De 75",,
"24035","25.13-5.2",,
"80105","T.A. Ne 5.8.1",,
"70385","T.A. Springweg 1970 (3)",,
"45958","D.O.W. 889 R",,
"57843","T.A. Harpstraat 30-lager 1991 (1)",,
"60575","T.A. Korte Jansstraat 3-5-7 1988 (1)",,
"57166","T.A. Geertebolwerk 1 1996 (1)",,
"56642","T.A. St. Eustatiusdreef 300-388 c. 1988 (1)",,
"65785","T.A. Alexander Numankade c. 1941 (1)",,
"59961","T.A. Kapelstraat   63-65-67   1975  (1)",,
"76023","T.A. U2.28A",,
"76458","T.A. V 5.73.9",,
"40873","D.O.W. 58 Ai",,
"45833","D.O.W. 860 Ba",,
"74243","T.A. Wolvenplein 27 1993 (5)",,
"40092","Verzameling 126 (5)",,
"53508","T.A. Bilderdijkstraat 1986 (1)",,
"82783","T.A. He 51 (A)",,
"79363","T.A. Ra 2.16",,
"5840","Prov. Utr. Welstandscie Mon. lijst Houten 36",,
"72926","T.A. Vredenburg 1950",,
"59681","T.A. Jutfaseweg 194-201 1987 (1)",,
"51266","T.A. Achter de Dom 1964 (1)",,
"64778","T.A.  Nicolaasdwarsstraat  3   1991  (3)",,
"58738","T.A. Victor Hugoplantsoen 1991 (1)",,
"44102","D.O.W. 503 B",,
"77730","T.A. Zh 2.23.1.2",,
"60408","T.A. Kolfstraat 63-65 1973",,
"41449","D.O.W. 131 F",,
"64414","T.A. Muntstraat  2-2bis   1988  (1)",,
"69634","T.A. Royaards van den Hamkade 20 1986 (1)",,
"42598","D.O.W. 213 I",,
"85604","Verzameling 174",,
"52122","Verzameling 199 (338)",,
"66957","T.A. Oudegracht  135-hoger (Bakkerbrug-Stadhuisbrug) c. 1937",,
"69586","T.A. Rondpoort c. 1925 (1)",,
"79794","T.A. Pa 18  (A)",,
"67100","T.A. Oudegracht 156 (Bakkerbrug-Stadhuisbrug) 1985 (5)",,
"83413","T.A. G 1.1.120",,
"90276","Doos 5, nr. 6",,
"73878","T.A. Willem de Zwijgerstraat 6-hoger 1995 (1)",,
"91421","Doos 8, nr. 46",,
"41213","D.O.W. 111 L",,
"88889","Doos 60, nr. 74",,
"44740","D.O.W. 598 U",,
"43232","D.O.W. 348",,
"62679","T.A. Lucasbolwerk 4 1974",,
"86804","T.A. Jutfaseweg 7 1929 (1)",,
"82313","T.A. Ib 13.1",,
"83604","T.A. F 26",,
"88668","Doos 08, nr.33",,
"94932","T.A. 2555",,
"78546","T.A. Sa 1.7 (C)",,
"83070","T.A. G 1.3.5",,
"59711","T.A.  Kaatstraat   6    c. 1940  (3)",,
"55122","T.A. Catharijnesingel 101 1981 (2.3)",,
"89021","Doos 68 nr. 40",,
"24163","17.14-6.6",,
"87852","1981.397",,
"46283","D.O.W. 958 A",,
"66970","T.A. Oudegracht 141 (Bakkerbrug-Stadhuisbrug) 1988 (1)",,
"75997","T.A. U 2.15.1",,
"71401","T.A. Trans 1 1991 (1)",,
"65128","T.A. Nieuwegracht 63 (Brigittenbrug-Quintijnsbrug) c. 1977 (1)",,
"86097","Verzameling 127 (69)",,
"78910","T.A. Sb 2.1.1",,
"69306","T.A. Ravellaan 1966",,
"93053","T.A. 1981-480",,
"57315","T.A. Goedestraat c. 1965 (2)",,
"93793","T.A. 1981-171",,
"56158","T.A. Donkerstraat 8 1994 (1)",,
"59213","T.A. Janskerkhof 4A 1980 (10)",,
"88535","Doos 25, nr.19",,
"42520","D.O.W. 204 Ag",,
"71066","T.A. Melis Stokestraat 2 1987 (1)",,
"5897","T.A. 2719",,
"92775","T.A. 1189-19",,
"84523","T.A. Ca 65.1.1",,
"70315","T.A. Sophialaan 5 1979 (4)",,
"55487","T.A. Croeselaan 1973 (1)",,
"60309","T.A. Kleine Singel 1996 (1)",,
"57670","T.A. Frans Halsstraat 22A 1980 (1)",,
"83079","T.A. G 1.3.10",,
"63760","T.A. Mariaplaats 27-28 1979 (1)",,
"51739","T.A. Amsterdamsestraatweg 441 A 1983 (4)",,
"55593","T.A. Croeselaan 200-202 1980 (1)",,
"54768","T.A. Buurkerkhof 10 1985 (2)",,
"52058","Verzameling 199 (274)",,
"76195","T.A. U 2.123e",,
"58213","T.A. Herderplein c. 1960 (3)",,
"70716","T.A. Stadhouderslaan 76-hoger  1979 (1)",,
"66707","T.A.  Oudegracht (Jansbrug-Bakkerbrug) +/- 1875",,
"88793","Doos 51, nr. 74",,
"45319","D.O.W. 705",,
"41389","D.O.W. 126 I",,
"89105","Doos 17 nr. 31",,
"55123","T.A. Catharijnesingel 101 1981 (2.4)",,
"75959","T.A. U 1.48",,
"54516","T.A. Breedstraat 15-17 1988 (1)",,
"93150","T.A. 1982-109",,
"65085","T.A.  Nieuwegracht  36 (Paulusbrug - Brigittenbrug)  c. 1970",,
"90421","Doos 12, nr. 31",,
"67992","T.A. Oudegracht 401 (Volderbrug-Tolsteegbrug) 1987 (24)",,
"88004","Doos 64, nr. 73",,
"60455","T.A. Koningslaan 49-50 1988 (1)",,
"24078","2.5-1.4",,
"84603","T.A. Ca 76.7.1",,
"62721","T.A. Lucasbolwerk 24 1982 (1)",,
"54040","T.A. Reinder Blijstralaan 1990 (1)",,
"66396","T.A. Oudegracht 24 (Zandbrug-Jacobibrug) 1976",,
"46161","D.O.W. 945 D",,
"62669","T.A. Lucasbolwerk 1977 (1)",,
"68481","T.A. Palmstraat 22 1982 (11)",,
"61095","T.A. Kromme Nieuwegracht 54 1989 (2)",,
"45689","D.O.W. 838 K",,
"51842","Verz.199 (58)",,
"77899","T.A. Zi 8.2A",,
"76542","T.A. V 5.121 (B)",,
"82365","T.A. Hv 17",,
"76376","T.A. V 5.60",,
"78080","T.A. Zk 11.6",,
"92059","1983.045",,
"90816","Doos 37, nr. 39",,
"61762","T.A. Lange Nieuwstraat 133 c. 1968 (c)",,
"54760","T.A. Buurkerkhof 10 1984 (6)",,
"76118","T.A. U 2.83E",,
"84926","T.A. Cg 19.10",,
"40101","Verzameling 126 (14)",,
"53510","T.A. Bilderdijkstraat 15-17 c. 1965 (1)",,
"64987","T.A. Nieuwegracht (bij de Paulusbrug) 1958 (2)",,
"75629","T.A. T 11.14.5",,
"24205","15.18-6.4",,
"77335","T.A. X 15.6.1",,
"88047","Doos 19, nr. 72",,
"78726","T.A. Sa 7.2 (E)",,
"52238","T.A. Anthoniedijk 11/11bis-lager 1980 (1)",,
"44774","D.O.W. 602 M",,
"61622","T.A. Lange Nieuwstraat 1968",,
"63961","T.A.  Marsstraat  17-25    1994  (1)",,
"86188","Verzameling 131 (7)",,
"81930","T.A. Ja 6.16",,
"83910","T.A. F 5.14 (A)",,
"62286","T.A. Leidseveer 1963 (2)",,
"76014","T.A. U 2.25.1.4",,
"41114","D.O.W. 89 J",,
"74035","T.A. Wittevrouwensingel 1952 (1)",,
"71099","T.A. Strosteeg   1974 (1)",,
"89226","Doos 63 nr. 24",,
"87063","Verzameling 172 (138)",,
"90545","Doos 62, nr. 1",,
"45818","D.O.W. 860 Ab",,
"56400","T.A. Drift 2 1988 (1)",,
"69108","T.A. Predikherenkerkhof noordelijk van 13 1972 (1)",,
"69539","T.A. Roelantdreef 129-hoger 1986 (1)",,
"76569","T.A. V 5.128.1 (C)",,
"74970","T.A. Ta 22.25",,
"12393","AC 11-88-3",,
"77147","T.A. X 8.8.1",,
"66437","T.A.  Oudegracht (Jacobibrug - Viebrug) c. 1904 (1)",,
"6208","T.A. 1985.020",,
"63588","T.A. Mariaplaats 1969",,
"72648","T.A. Voorstraat  59 1979 (3)",,
"72865","T.A. Vredenburg c. 1902 (5)",,
"76154","T.A. U 2.102a",,
"82225","T.A. Ib 6.9.01",,
